cost_group,f_sys,MicrotypeID,fsys_weight,microtype,Location,Functional Class,Category,Resurface Existing Lane (RESURFACING),"Add Lane, If No Obstacles (Normal Cost)","Add Lane, If Obstacle Code A",cost_class,restripe,add_obsA,add_noobs,LaneDedicationPerLaneMile,ROWConstructionPerLaneMile,
1,2,F_6,0.030496063,6,RURAL,Other Freeway and Expressway,Flat,316000,1557000,4254000,rural_flat,316000,4254000,1557000,265530.6072,1340692.832,0.030193807
1,3,F_6,0.136121649,6,RURAL,Other Principal Arterial,Flat,296000,1491000,4073000,rural_flat,296000,4073000,1491000,265530.6072,1340692.832,0.030193807
1,4,F_6,0.195911704,6,RURAL,Minor Arterial,Flat,269000,1360000,3685000,rural_flat,269000,3685000,1360000,265530.6072,1340692.832,0.030193807
1,5,F_6,0.528089555,6,RURAL,Major Collector,Flat,240000,1228000,3382000,rural_flat,240000,3382000,1228000,265530.6072,1340692.832,0.030193807
1,6,F_6,0.004773582,6,RURAL,Minor Collector,Flat,212000,1117000,3046000,rural_flat,212000,3046000,1117000,265530.6072,1340692.832,0.030193807
1,7,F_6,0,6,RURAL,Local,Flat,192000,1043000,2808000,rural_flat,192000,2808000,1043000,265530.6072,1340692.832,0.030193807
5,1,G_1,0.000279623,1,URBAN,Interstate,Small Urbanized,666000,2761000,7601000,urban_small,666000,7601000,2761000,513581.8321,5713723.665,0.058400012
5,2,G_1,0,1,URBAN,Other Freeway and Expressway,Small Urbanized,630000,2653000,7091000,urban_small,630000,7091000,2653000,513581.8321,5713723.665,0.058400012
5,3,G_1,0.267242783,1,URBAN,Other Principal Arterial,Small Urbanized,596000,2548000,6673000,urban_small,596000,6673000,2548000,513581.8321,5713723.665,0.058400012
5,4,G_1,0.151241605,1,URBAN,Minor Arterial,Small Urbanized,539000,2305000,5928000,urban_small,539000,5928000,2305000,513581.8321,5713723.665,0.058400012
5,5,G_1,0.581235974,1,URBAN,Major Collector,Small Urbanized,469000,2021000,5216000,urban_small,469000,5216000,2021000,513581.8321,5713723.665,0.058400012
5,6,G_1,0,1,URBAN,Minor Collector,Small Urbanized,419000,1824000,4605000,urban_small,419000,4605000,1824000,513581.8321,5713723.665,0.058400012
5,7,G_1,0,1,URBAN,Local,Small Urbanized,385000,1699000,4161000,urban_small,385000,4161000,1699000,513581.8321,5713723.665,0.058400012
5,1,G_2,0.027262225,2,URBAN,Interstate,Small Urbanized,666000,2761000,7601000,urban_small,666000,7601000,2761000,541240.6928,6009887.395,0.061545135
5,2,G_2,0,2,URBAN,Other Freeway and Expressway,Small Urbanized,630000,2653000,7091000,urban_small,630000,7091000,2653000,541240.6928,6009887.395,0.061545135
5,3,G_2,0.29496684,2,URBAN,Other Principal Arterial,Small Urbanized,596000,2548000,6673000,urban_small,596000,6673000,2548000,541240.6928,6009887.395,0.061545135
5,4,G_2,0.420367371,2,URBAN,Minor Arterial,Small Urbanized,539000,2305000,5928000,urban_small,539000,5928000,2305000,541240.6928,6009887.395,0.061545135
5,5,G_2,0.257074156,2,URBAN,Major Collector,Small Urbanized,469000,2021000,5216000,urban_small,469000,5216000,2021000,541240.6928,6009887.395,0.061545135
5,6,G_2,0.000329407,2,URBAN,Minor Collector,Small Urbanized,419000,1824000,4605000,urban_small,419000,4605000,1824000,541240.6928,6009887.395,0.061545135
5,7,G_2,0,2,URBAN,Local,Small Urbanized,385000,1699000,4161000,urban_small,385000,4161000,1699000,541240.6928,6009887.395,0.061545135
5,1,G_3,0.468763943,3,URBAN,Interstate,Small Urbanized,666000,2761000,7601000,urban_small,666000,7601000,2761000,591354.4733,6660969.54,0.067243633
5,2,G_3,0.009724356,3,URBAN,Other Freeway and Expressway,Small Urbanized,630000,2653000,7091000,urban_small,630000,7091000,2653000,591354.4733,6660969.54,0.067243633
5,3,G_3,0.120287109,3,URBAN,Other Principal Arterial,Small Urbanized,596000,2548000,6673000,urban_small,596000,6673000,2548000,591354.4733,6660969.54,0.067243633
5,4,G_3,0.190881123,3,URBAN,Minor Arterial,Small Urbanized,539000,2305000,5928000,urban_small,539000,5928000,2305000,591354.4733,6660969.54,0.067243633
5,5,G_3,0.207352879,3,URBAN,Major Collector,Small Urbanized,469000,2021000,5216000,urban_small,469000,5216000,2021000,591354.4733,6660969.54,0.067243633
5,6,G_3,0.00163009,3,URBAN,Minor Collector,Small Urbanized,419000,1824000,4605000,urban_small,419000,4605000,1824000,591354.4733,6660969.54,0.067243633
5,7,G_3,0.001360498,3,URBAN,Local,Small Urbanized,385000,1699000,4161000,urban_small,385000,4161000,1699000,591354.4733,6660969.54,0.067243633
5,1,G_4,0.006065089,4,URBAN,Interstate,Small Urbanized,666000,2761000,7601000,urban_small,666000,7601000,2761000,523305.1457,5811161.897,0.059505662
5,2,G_4,0,4,URBAN,Other Freeway and Expressway,Small Urbanized,630000,2653000,7091000,urban_small,630000,7091000,2653000,523305.1457,5811161.897,0.059505662
5,3,G_4,0.251046679,4,URBAN,Other Principal Arterial,Small Urbanized,596000,2548000,6673000,urban_small,596000,6673000,2548000,523305.1457,5811161.897,0.059505662
5,4,G_4,0.309997797,4,URBAN,Minor Arterial,Small Urbanized,539000,2305000,5928000,urban_small,539000,5928000,2305000,523305.1457,5811161.897,0.059505662
5,5,G_4,0.42400013,4,URBAN,Major Collector,Small Urbanized,469000,2021000,5216000,urban_small,469000,5216000,2021000,523305.1457,5811161.897,0.059505662
5,6,G_4,0.008068671,4,URBAN,Minor Collector,Small Urbanized,419000,1824000,4605000,urban_small,419000,4605000,1824000,523305.1457,5811161.897,0.059505662
5,7,G_4,0.000821635,4,URBAN,Local,Small Urbanized,385000,1699000,4161000,urban_small,385000,4161000,1699000,523305.1457,5811161.897,0.059505662
4,1,G_5,0,5,URBAN,Interstate,Small Urban,589000,2379000,5848000,urban_xsmall,589000,5848000,2379000,432962.0702,4010309.213,0.049232641
4,2,G_5,0,5,URBAN,Other Freeway and Expressway,Small Urban,557000,2287000,5378000,urban_xsmall,557000,5378000,2287000,432962.0702,4010309.213,0.049232641
4,3,G_5,0.185199297,5,URBAN,Other Principal Arterial,Small Urban,527000,2199000,5019000,urban_xsmall,527000,5019000,2199000,432962.0702,4010309.213,0.049232641
4,4,G_5,0.195169345,5,URBAN,Minor Arterial,Small Urban,476000,2000000,4404000,urban_xsmall,476000,4404000,2000000,432962.0702,4010309.213,0.049232641
4,5,G_5,0.278106221,5,URBAN,Major Collector,Small Urban,415000,1760000,3856000,urban_xsmall,415000,3856000,1760000,432962.0702,4010309.213,0.049232641
4,6,G_5,0.341525141,5,URBAN,Minor Collector,Small Urban,372000,1600000,3364000,urban_xsmall,372000,3364000,1600000,432962.0702,4010309.213,0.049232641
4,7,G_5,0,5,URBAN,Local,Small Urban,341000,1497000,3003000,urban_xsmall,341000,3003000,1497000,432962.0702,4010309.213,0.049232641
1,1,G_6,0.026620536,6,RURAL,Interstate,Flat,336000,1625000,4511000,rural_flat,336000,4511000,1625000,260496.5314,1321960.456,0.029621376
1,2,G_6,0.001390544,6,RURAL,Other Freeway and Expressway,Flat,316000,1557000,4254000,rural_flat,316000,4254000,1557000,260496.5314,1321960.456,0.029621376
1,3,G_6,0.208458378,6,RURAL,Other Principal Arterial,Flat,296000,1491000,4073000,rural_flat,296000,4073000,1491000,260496.5314,1321960.456,0.029621376
1,4,G_6,0.216232256,6,RURAL,Minor Arterial,Flat,269000,1360000,3685000,rural_flat,269000,3685000,1360000,260496.5314,1321960.456,0.029621376
1,5,G_6,0.543402184,6,RURAL,Major Collector,Flat,240000,1228000,3382000,rural_flat,240000,3382000,1228000,260496.5314,1321960.456,0.029621376
1,6,G_6,0.00389434,6,RURAL,Minor Collector,Flat,212000,1117000,3046000,rural_flat,212000,3046000,1117000,260496.5314,1321960.456,0.029621376
1,7,G_6,1.76E-06,6,RURAL,Local,Flat,192000,1043000,2808000,rural_flat,192000,2808000,1043000,260496.5314,1321960.456,0.029621376
1,1,G_7,,7,RURAL,Interstate,Flat,336000,1625000,4511000,rural_flat,336000,4511000,1625000,,,0
1,2,G_7,,7,RURAL,Other Freeway and Expressway,Flat,316000,1557000,4254000,rural_flat,316000,4254000,1557000,,,0
1,3,G_7,,7,RURAL,Other Principal Arterial,Flat,296000,1491000,4073000,rural_flat,296000,4073000,1491000,,,0
1,4,G_7,,7,RURAL,Minor Arterial,Flat,269000,1360000,3685000,rural_flat,269000,3685000,1360000,,,0
1,5,G_7,,7,RURAL,Major Collector,Flat,240000,1228000,3382000,rural_flat,240000,3382000,1228000,,,0
1,6,G_7,,7,RURAL,Minor Collector,Flat,212000,1117000,3046000,rural_flat,212000,3046000,1117000,,,0
1,7,G_7,,7,RURAL,Local,Flat,192000,1043000,2808000,rural_flat,192000,2808000,1043000,,,0
4,1,H_1,0,1,URBAN,Interstate,Small Urban,589000,2379000,5848000,urban_xsmall,589000,5848000,2379000,456437.0984,4262509.044,0.051902015
4,2,H_1,0.071028969,1,URBAN,Other Freeway and Expressway,Small Urban,557000,2287000,5378000,urban_xsmall,557000,5378000,2287000,456437.0984,4262509.044,0.051902015
4,3,H_1,0.138210442,1,URBAN,Other Principal Arterial,Small Urban,527000,2199000,5019000,urban_xsmall,527000,5019000,2199000,456437.0984,4262509.044,0.051902015
4,4,H_1,0.292676008,1,URBAN,Minor Arterial,Small Urban,476000,2000000,4404000,urban_xsmall,476000,4404000,2000000,456437.0984,4262509.044,0.051902015
4,5,H_1,0.45731709,1,URBAN,Major Collector,Small Urban,415000,1760000,3856000,urban_xsmall,415000,3856000,1760000,456437.0984,4262509.044,0.051902015
4,6,H_1,0.033386126,1,URBAN,Minor Collector,Small Urban,372000,1600000,3364000,urban_xsmall,372000,3364000,1600000,456437.0984,4262509.044,0.051902015
4,7,H_1,0.007381337,1,URBAN,Local,Small Urban,341000,1497000,3003000,urban_xsmall,341000,3003000,1497000,456437.0984,4262509.044,0.051902015
5,1,H_2,0.005651555,2,URBAN,Interstate,Small Urbanized,666000,2761000,7601000,urban_small,666000,7601000,2761000,522912.2384,5803929.614,0.059460984
5,2,H_2,0.007463299,2,URBAN,Other Freeway and Expressway,Small Urbanized,630000,2653000,7091000,urban_small,630000,7091000,2653000,522912.2384,5803929.614,0.059460984
5,3,H_2,0.222234927,2,URBAN,Other Principal Arterial,Small Urbanized,596000,2548000,6673000,urban_small,596000,6673000,2548000,522912.2384,5803929.614,0.059460984
5,4,H_2,0.341440293,2,URBAN,Minor Arterial,Small Urbanized,539000,2305000,5928000,urban_small,539000,5928000,2305000,522912.2384,5803929.614,0.059460984
5,5,H_2,0.412672218,2,URBAN,Major Collector,Small Urbanized,469000,2021000,5216000,urban_small,469000,5216000,2021000,522912.2384,5803929.614,0.059460984
5,6,H_2,0.010523571,2,URBAN,Minor Collector,Small Urbanized,419000,1824000,4605000,urban_small,419000,4605000,1824000,522912.2384,5803929.614,0.059460984
5,7,H_2,1.41E-05,2,URBAN,Local,Small Urbanized,385000,1699000,4161000,urban_small,385000,4161000,1699000,522912.2384,5803929.614,0.059460984
4,1,H_3,0.306462121,3,URBAN,Interstate,Small Urban,589000,2379000,5848000,urban_xsmall,589000,5848000,2379000,507265.2439,4862793.511,0.057681745
4,2,H_3,0.13428306,3,URBAN,Other Freeway and Expressway,Small Urban,557000,2287000,5378000,urban_xsmall,557000,5378000,2287000,507265.2439,4862793.511,0.057681745
4,3,H_3,0.090829794,3,URBAN,Other Principal Arterial,Small Urban,527000,2199000,5019000,urban_xsmall,527000,5019000,2199000,507265.2439,4862793.511,0.057681745
4,4,H_3,0.164554724,3,URBAN,Minor Arterial,Small Urban,476000,2000000,4404000,urban_xsmall,476000,4404000,2000000,507265.2439,4862793.511,0.057681745
4,5,H_3,0.296006705,3,URBAN,Major Collector,Small Urban,415000,1760000,3856000,urban_xsmall,415000,3856000,1760000,507265.2439,4862793.511,0.057681745
4,6,H_3,0.007863597,3,URBAN,Minor Collector,Small Urban,372000,1600000,3364000,urban_xsmall,372000,3364000,1600000,507265.2439,4862793.511,0.057681745
4,7,H_3,0,3,URBAN,Local,Small Urban,341000,1497000,3003000,urban_xsmall,341000,3003000,1497000,507265.2439,4862793.511,0.057681745
1,1,H_4,0.004099818,4,RURAL,Interstate,Flat,336000,1625000,4511000,rural_flat,336000,4511000,1625000,259564.1565,1318122.426,0.029515355
1,2,H_4,0.010012948,4,RURAL,Other Freeway and Expressway,Flat,316000,1557000,4254000,rural_flat,316000,4254000,1557000,259564.1565,1318122.426,0.029515355
1,3,H_4,0.15976462,4,RURAL,Other Principal Arterial,Flat,296000,1491000,4073000,rural_flat,296000,4073000,1491000,259564.1565,1318122.426,0.029515355
1,4,H_4,0.332789981,4,RURAL,Minor Arterial,Flat,269000,1360000,3685000,rural_flat,269000,3685000,1360000,259564.1565,1318122.426,0.029515355
1,5,H_4,0.48661341,4,RURAL,Major Collector,Flat,240000,1228000,3382000,rural_flat,240000,3382000,1228000,259564.1565,1318122.426,0.029515355
1,6,H_4,0.006719224,4,RURAL,Minor Collector,Flat,212000,1117000,3046000,rural_flat,212000,3046000,1117000,259564.1565,1318122.426,0.029515355
1,7,H_4,0,4,RURAL,Local,Flat,192000,1043000,2808000,rural_flat,192000,2808000,1043000,259564.1565,1318122.426,0.029515355
5,1,H_5,0.016750724,5,URBAN,Interstate,Small Urbanized,666000,2761000,7601000,urban_small,666000,7601000,2761000,498510.0535,5530912.684,0.056686182
5,2,H_5,0.021817291,5,URBAN,Other Freeway and Expressway,Small Urbanized,630000,2653000,7091000,urban_small,630000,7091000,2653000,498510.0535,5530912.684,0.056686182
5,3,H_5,0.198392397,5,URBAN,Other Principal Arterial,Small Urbanized,596000,2548000,6673000,urban_small,596000,6673000,2548000,498510.0535,5530912.684,0.056686182
5,4,H_5,0.168621749,5,URBAN,Minor Arterial,Small Urbanized,539000,2305000,5928000,urban_small,539000,5928000,2305000,498510.0535,5530912.684,0.056686182
5,5,H_5,0.315388966,5,URBAN,Major Collector,Small Urbanized,469000,2021000,5216000,urban_small,469000,5216000,2021000,498510.0535,5530912.684,0.056686182
5,6,H_5,0.268724853,5,URBAN,Minor Collector,Small Urbanized,419000,1824000,4605000,urban_small,419000,4605000,1824000,498510.0535,5530912.684,0.056686182
5,7,H_5,0.010304016,5,URBAN,Local,Small Urbanized,385000,1699000,4161000,urban_small,385000,4161000,1699000,498510.0535,5530912.684,0.056686182
4,1,H_6,0.029942686,6,URBAN,Interstate,Small Urban,589000,2379000,5848000,urban_xsmall,589000,5848000,2379000,457205.0269,4282068.717,0.051989337
4,2,H_6,0.01480572,6,URBAN,Other Freeway and Expressway,Small Urban,557000,2287000,5378000,urban_xsmall,557000,5378000,2287000,457205.0269,4282068.717,0.051989337
4,3,H_6,0.196479115,6,URBAN,Other Principal Arterial,Small Urban,527000,2199000,5019000,urban_xsmall,527000,5019000,2199000,457205.0269,4282068.717,0.051989337
4,4,H_6,0.213846367,6,URBAN,Minor Arterial,Small Urban,476000,2000000,4404000,urban_xsmall,476000,4404000,2000000,457205.0269,4282068.717,0.051989337
4,5,H_6,0.541262633,6,URBAN,Major Collector,Small Urban,415000,1760000,3856000,urban_xsmall,415000,3856000,1760000,457205.0269,4282068.717,0.051989337
4,6,H_6,0.003657918,6,URBAN,Minor Collector,Small Urban,372000,1600000,3364000,urban_xsmall,372000,3364000,1600000,457205.0269,4282068.717,0.051989337
4,7,H_6,5.56E-06,6,URBAN,Local,Small Urban,341000,1497000,3003000,urban_xsmall,341000,3003000,1497000,457205.0269,4282068.717,0.051989337
4,1,I_2,0.013315222,2,URBAN,Interstate,Small Urban,589000,2379000,5848000,urban_xsmall,589000,5848000,2379000,468567.9115,4382343.746,0.053281425
4,2,I_2,0,2,URBAN,Other Freeway and Expressway,Small Urban,557000,2287000,5378000,urban_xsmall,557000,5378000,2287000,468567.9115,4382343.746,0.053281425
4,3,I_2,0.25750403,2,URBAN,Other Principal Arterial,Small Urban,527000,2199000,5019000,urban_xsmall,527000,5019000,2199000,468567.9115,4382343.746,0.053281425
4,4,I_2,0.373956184,2,URBAN,Minor Arterial,Small Urban,476000,2000000,4404000,urban_xsmall,476000,4404000,2000000,468567.9115,4382343.746,0.053281425
4,5,I_2,0.345953636,2,URBAN,Major Collector,Small Urban,415000,1760000,3856000,urban_xsmall,415000,3856000,1760000,468567.9115,4382343.746,0.053281425
4,6,I_2,0.009204318,2,URBAN,Minor Collector,Small Urban,372000,1600000,3364000,urban_xsmall,372000,3364000,1600000,468567.9115,4382343.746,0.053281425
4,7,I_2,6.66E-05,2,URBAN,Local,Small Urban,341000,1497000,3003000,urban_xsmall,341000,3003000,1497000,468567.9115,4382343.746,0.053281425
4,1,I_3,0.471594585,3,URBAN,Interstate,Small Urban,589000,2379000,5848000,urban_xsmall,589000,5848000,2379000,520377.4136,5024490.943,0.059172746
4,2,I_3,0,3,URBAN,Other Freeway and Expressway,Small Urban,557000,2287000,5378000,urban_xsmall,557000,5378000,2287000,520377.4136,5024490.943,0.059172746
4,3,I_3,0.128203531,3,URBAN,Other Principal Arterial,Small Urban,527000,2199000,5019000,urban_xsmall,527000,5019000,2199000,520377.4136,5024490.943,0.059172746
4,4,I_3,0.150436794,3,URBAN,Minor Arterial,Small Urban,476000,2000000,4404000,urban_xsmall,476000,4404000,2000000,520377.4136,5024490.943,0.059172746
4,5,I_3,0.244753796,3,URBAN,Major Collector,Small Urban,415000,1760000,3856000,urban_xsmall,415000,3856000,1760000,520377.4136,5024490.943,0.059172746
4,6,I_3,0.005011284,3,URBAN,Minor Collector,Small Urban,372000,1600000,3364000,urban_xsmall,372000,3364000,1600000,520377.4136,5024490.943,0.059172746
4,7,I_3,0,3,URBAN,Local,Small Urban,341000,1497000,3003000,urban_xsmall,341000,3003000,1497000,520377.4136,5024490.943,0.059172746
4,1,I_4,0,4,URBAN,Interstate,Small Urban,589000,2379000,5848000,urban_xsmall,589000,5848000,2379000,473866.3678,4439372.716,0.053883918
4,2,I_4,0,4,URBAN,Other Freeway and Expressway,Small Urban,557000,2287000,5378000,urban_xsmall,557000,5378000,2287000,473866.3678,4439372.716,0.053883918
4,3,I_4,0.348051914,4,URBAN,Other Principal Arterial,Small Urban,527000,2199000,5019000,urban_xsmall,527000,5019000,2199000,473866.3678,4439372.716,0.053883918
4,4,I_4,0.326287474,4,URBAN,Minor Arterial,Small Urban,476000,2000000,4404000,urban_xsmall,476000,4404000,2000000,473866.3678,4439372.716,0.053883918
4,5,I_4,0.325219139,4,URBAN,Major Collector,Small Urban,415000,1760000,3856000,urban_xsmall,415000,3856000,1760000,473866.3678,4439372.716,0.053883918
4,6,I_4,0.000441465,4,URBAN,Minor Collector,Small Urban,372000,1600000,3364000,urban_xsmall,372000,3364000,1600000,473866.3678,4439372.716,0.053883918
4,7,I_4,0,4,URBAN,Local,Small Urban,341000,1497000,3003000,urban_xsmall,341000,3003000,1497000,473866.3678,4439372.716,0.053883918
1,1,I_6,0.043870965,6,RURAL,Interstate,Flat,336000,1625000,4511000,rural_flat,336000,4511000,1625000,262198.7873,1328841.87,0.029814942
1,2,I_6,0.005547853,6,RURAL,Other Freeway and Expressway,Flat,316000,1557000,4254000,rural_flat,316000,4254000,1557000,262198.7873,1328841.87,0.029814942
1,3,I_6,0.201077145,6,RURAL,Other Principal Arterial,Flat,296000,1491000,4073000,rural_flat,296000,4073000,1491000,262198.7873,1328841.87,0.029814942
1,4,I_6,0.218416404,6,RURAL,Minor Arterial,Flat,269000,1360000,3685000,rural_flat,269000,3685000,1360000,262198.7873,1328841.87,0.029814942
1,5,I_6,0.530056985,6,RURAL,Major Collector,Flat,240000,1228000,3382000,rural_flat,240000,3382000,1228000,262198.7873,1328841.87,0.029814942
1,6,I_6,0.001030646,6,RURAL,Minor Collector,Flat,212000,1117000,3046000,rural_flat,212000,3046000,1117000,262198.7873,1328841.87,0.029814942
1,7,I_6,0,6,RURAL,Local,Flat,192000,1043000,2808000,rural_flat,192000,2808000,1043000,262198.7873,1328841.87,0.029814942
1,1,I_7,,7,RURAL,Interstate,Flat,336000,1625000,4511000,rural_flat,336000,4511000,1625000,,,0
1,2,I_7,,7,RURAL,Other Freeway and Expressway,Flat,316000,1557000,4254000,rural_flat,316000,4254000,1557000,,,0
1,3,I_7,,7,RURAL,Other Principal Arterial,Flat,296000,1491000,4073000,rural_flat,296000,4073000,1491000,,,0
1,4,I_7,,7,RURAL,Minor Arterial,Flat,269000,1360000,3685000,rural_flat,269000,3685000,1360000,,,0
1,5,I_7,,7,RURAL,Major Collector,Flat,240000,1228000,3382000,rural_flat,240000,3382000,1228000,,,0
1,6,I_7,,7,RURAL,Minor Collector,Flat,212000,1117000,3046000,rural_flat,212000,3046000,1117000,,,0
1,7,I_7,,7,RURAL,Local,Flat,192000,1043000,2808000,rural_flat,192000,2808000,1043000,,,0
,,,,,,,,,,,,,,,,,